Artist,Nationality,Gender,BeginDate,EndDate,Museum,Ethnicity,SmallMuseum,Race
Christopher Ramirez ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Unknown
Christopher Richard Wynne Nevinson,British,Male,1889.0,1946.0,Museum of Modern Art,Unknown,No,Unknown
Christopher Williams,American,Male,1956.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Christopher Williamson,American,Male,1950.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Christopher Wilmarth,American,Male,1943.0,1987.0,Museum of Modern Art,Unknown,No,Unknown
Christos Marcopoulos,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Christy Astuy,American,Female,1959.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Christy Matson,American,Female,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Unknown
Chryssa,American,Female,1933.0,2013.0,Museum of Modern Art,Unknown,No,Unknown
Chto Delat,Unknown,Unknown,2003.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Chu Yun,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,Asian
Chuck Avery,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Chuck Burton/Associated Press,American,Male,1955.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Chuck Close,American,Male,Unknown,Unknown,The Phillips Collection,Unknown,Yes,Unknown
Chuck Hoberman,American,Male,1956.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Chuck Webster,Unknown,Male,Unknown,Unknown,Whitney Museum of American Art,Unknown,No,White
Chuichi Fujii,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Asian
Chuji Yao,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Chuji Yasui,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Chung Chang-Sup,Korean,Male,1927.0,2011.0,Museum of Modern Art,Unknown,No,Unknown
Chunghi Choo,American,Female,1938.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Chéri Samba,Unknown,Male,Unknown,Unknown,Museum of Modern Art,Congolese,No,Unknown
Cildo Meireles,Brazilian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Cindy Bernard,American,Female,1959.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Cindy Bernard ,Unknown,Female,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Unknown
Cindy Hickok,Unknown,Female,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Cindy van den Bremen,Dutch,Female,1972.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Cinthia Marcelle,Brazilian,Female,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Ciprian Muresan,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Circle of Hans Leinberger,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Circle of Martin Drolling,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Unknown
Circle of Mather Brown,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Claes Cornelisz Moeyaert,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Claes Jansz Clock,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Claes Jansz. Visscher,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Claire Barclay,Scottish,Female,1968.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claire Leilani,Unknown,Female,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Claire Moore,American,Female,1917.0,1988.0,Museum of Modern Art,Unknown,No,Unknown
Clara Carrié,Argentine,Female,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clara E. Sipprell,American,Female,1885.0,1975.0,Museum of Modern Art,Unknown,No,Unknown
Clara Faith Paquin,Unknown,Female,Unknown,Unknown,Museum of Fine Art Boston,Other,No,Unknown
Clara Louise Penney,Unknown,Unknown,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Clara Porset,Mexican,Female,1895.0,1981.0,Museum of Modern Art,Unknown,No,Unknown
Clara Tice,American,Female,1888.0,1973.0,Museum of Modern Art,Unknown,No,Unknown
Clara von Rappard,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Clare Leighton,Unknown,Female,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Clare Rojas,American,Female,1976.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clare Romano,American,Female,1922.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clare Stephenson,British,Female,1972.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clare Strand,British,Female,1973.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clarence H. Carter,American,Male,1904.0,2000.0,Museum of Modern Art,Unknown,No,Unknown
Clarence Holbrook Carter,Unknown,Unknown,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Clarence Hudson White,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Clarence Kennedy,American,Male,1892.0,1972.0,Museum of Modern Art,Unknown,No,Unknown
Clarence King,Unknown,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,White
Clarence Lincoln Block,American,Male,1913.0,1942.0,Museum of Modern Art,Unknown,No,Unknown
Clarence Millet,Unknown,Unknown,Unknown,Unknown,Dallas Museum of Art,Unknown,No,Unknown
Clarence Sinclair Bull,American,Male,1896.0,1979.0,Museum of Modern Art,Unknown,No,Unknown
Clarence W. Dawson,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,Unknown
Clarence William Anderson,American,Male,1891.0,1971.0,Museum of Modern Art,Unknown,No,Unknown
Clark Jones,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Unknown
Clark L. Lofgren,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,Unknown
Clark Richert,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Clarke Hutton,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Claud Lovat Fraser,British,Male,1890.0,1921.0,Museum of Modern Art,Unknown,No,Unknown
Claude Bogratchew,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Claude Breeze,Canadian,Unknown,1938.0,1938.0,Museum of Modern Art,Unknown,No,Unknown
Claude Briceau,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Claude Chatillon,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,White
Claude Cherpignon,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Unknown
Claude Closky,French,Male,1963.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claude Drevet,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,White
Claude Flight,British,Male,1881.0,1955.0,Museum of Modern Art,Unknown,No,Unknown
Claude Gaillard,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Claude Garache,French,Male,1929.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claude Gillot,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Claude Henri Watelet,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Claude Lovat Frazer,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Claude Montana,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Claude Nicolas Ledoux,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Claude Parent,French,Male,1923.0,2016.0,Museum of Modern Art,Unknown,No,Unknown
Claude Varin,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Claude Viallat,French,Male,1936.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claude Viseux,French,Male,1927.0,2008.0,Museum of Modern Art,Unknown,No,Unknown
Claude-Joseph-Désiré Charnay,French,Male,1828.0,1915.0,Museum of Modern Art,Unknown,No,Unknown
Claudette Schreuders,South African,Female,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Claudia Andujar,American,Female,1931.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claudia Comte,Swiss,Female,1983.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claudia Hart,American,Female,1955.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claudia Schmid,Unknown,Unknown,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Claudia Von Alemann,German,Female,1943.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claudio Bravo,Chilean,Male,1936.0,2011.0,Museum of Modern Art,Unknown,No,Unknown
Claudio Cesar,American,Male,1955.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claudio Perna,Venezuelan,Male,1938.0,1997.0,Museum of Modern Art,Unknown,No,Unknown
Claudio Salocchi,Italian,Unknown,1934.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claudy Jongstra,Dutch,Female,1963.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Claus Joseph Riedel,Austrian,Male,1925.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clavareau,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
Clay Walker,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Clayton Pond,American,Male,1941.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clegg and Guttmann,Irish,Male,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clemens Friedell,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Clement Cowles,British,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clement Meadmore,Australian,Male,1929.0,2005.0,Museum of Modern Art,Unknown,No,Unknown
Clement de Jonghe,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Clementine Helene Dufau,French,Female,1869.0,1937.0,Museum of Modern Art,Unknown,No,Unknown
Clementine Hunter,Unknown,Female,Unknown,Unknown,High Museum of Art,Unknown,No,Black
Clements,American,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Cleo van Buskirk,Unknown,Unknown,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Unknown
Cleve Gray,American,Male,1918.0,2004.0,Museum of Modern Art,Unknown,No,Unknown
Cleveland Dean,Unknown,Male,Unknown,Unknown,N'Namdi Contemporary Fine Art,African-American,Yes,Unknown
Cliff Schiappa/Associated Press,American,Male,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clifford Burke,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Clifford Owens,American,Male,1971.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clifford Ross,American,Male,1952.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clifford Smith ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Clifford and Rosemary Ellis,British,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clifton Johnson,American,Male,1865.0,1940.0,Museum of Modern Art,Unknown,No,Unknown
Clifton Karhu,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Clifton Roozeboom,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clint Eastwood,Unknown,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,White
Clinton Adams,American,Male,1918.0,2002.0,Museum of Modern Art,Unknown,No,Unknown
Clinton D. MacKenzie,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,Unknown
Clinton Hill,American,Male,1922.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Clive Gardiner,British,Male,1891.0,1960.0,Museum of Modern Art,Unknown,No,Unknown
Clock made by Phillipe Mourey,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Unknown
Clorindo Testa,Argentine,Male,1923.0,2013.0,Museum of Modern Art,Unknown,No,Unknown
Closca Design S.L.,Spanish,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Close Chuck,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Clovis Trouille,French,Male,1899.0,1975.0,Museum of Modern Art,Unknown,No,Unknown
Clovis Trouville,Unknown,Unknown,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Clyde Connell,Unknown,Unknown,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Clyde Kelly ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Clyfford Still,American,Male,1904.0,1980.0,Museum of Modern Art,Unknown,No,Unknown
Cléanthe (Cléante Carr),American,Female,1911.0,2001.0,Museum of Modern Art,Unknown,No,Unknown
Co Derr,Swedish,Male,1921.0,2011.0,Museum of Modern Art,Unknown,No,Unknown
Cock van Gent,Unknown,Unknown,Unknown,Unknown,Whitney Museum of American Art,Unknown,No,White
Coco Fusco,American,Female,1960.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Coconut,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Codezo (TomA!s Codezo) Thomas de,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Hispanic,No,Unknown
Coil,British,Unknown,1982.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Cole Weston,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Unknown
Colectivo Cordyceps,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Coleen Sterritt,Unknown,Female,Unknown,Unknown,Museum of Contemporary Art,Unknown,No,White
Colenbrander Theodoor Christiaan Adriaan,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Coles Phillips,American,Male,1880.0,1927.0,Museum of Modern Art,Unknown,No,Unknown
Colette,Unknown,Female,Unknown,Unknown,Museum of Contemporary Art,Unknown,No,White
Colette Alvarez Urbajtel,French,Female,1934.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Colette Bangert,American,Female,1934.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Colin Campbell,Canadian,Male,1942.0,2001.0,Museum of Modern Art,Unknown,No,Unknown
Colin Lanceley,Australian,Male,1938.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Colin Lee,American,Male,1953.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Colin Murray,British,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Colin Self,British,Male,1941.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Colin Smith,Unknown,Unknown,1982.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Colin Watmough ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Colleen Frances Kenyon,American,Female,1951.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Coller Ian van,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Collier Schorr,American,Female,1963.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Collin de Vermont,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Colombini & Guzzetti,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Coloplast A/S,Danish,Unknown,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Committee on Public Information,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Comte Marin Carburi de Ceffalonie,Unknown,Unknown,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Comte de Caylus,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Conca Tommaso Maria,Unknown,Unknown,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Concetta Scaravaglione,American,Female,1900.0,1975.0,Museum of Modern Art,Unknown,No,Unknown
Coney John,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Connie Imboden,American,Female,1953.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Connie Mississippi,Unknown,Female,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Connie Mississippi ,Unknown,Unknown,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Connie Sullivan,Unknown,Female,Unknown,Unknown,Denver Art Museum,Unknown,No,Unknown
Connor Everts,American,Male,1928.0,2016.0,Museum of Modern Art,Unknown,No,Unknown
Conquy EphraA?m,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Conrad,American,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Conrad Atkinson,British,Male,1940.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Conrad Botes,South African,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Conrad Felixm<U+00FC>ller ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Conrad Felixmüller,German,Male,1897.0,1977.0,Museum of Modern Art,Unknown,No,Unknown
Conrad Marca-Relli,American,Male,1913.0,2000.0,Museum of Modern Art,Unknown,No,Unknown
Conrad Rooks,American,Unknown,1934.0,2011.0,Museum of Modern Art,Unknown,No,Unknown
Consalvos Felipe JesAos,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Hispanic,No,Unknown
Constance Brenner Vieira Da Cunha,American,Female,1943.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Constance DeJong,American,Female,1950.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Constant (Constant Anton Nieuwenhuys),Dutch,Male,1920.0,2005.0,Museum of Modern Art,Unknown,No,Unknown
Constant Alexandre Famin,Unknown,Unknown,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Unknown
Constant Troyon,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Constantin Brâncuși,French,Male,1876.0,1957.0,Museum of Modern Art,Unknown,No,Unknown
Constantin Guys,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Constantine Manos,Greek,Male,1934.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Consuelo Kanaga,American,Female,1894.0,1978.0,Museum of Modern Art,Unknown,No,Unknown
Converse,American,Unknown,1908.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Cook Howard Norton,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Corcoran Annette,Unknown,Female,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Corinne Vionnet,Unknown,Female,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Coriolano Bartolommeo,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Corita Kent,Unknown,Female,Unknown,Unknown,Museum of Contemporary Art,Unknown,No,White
Corita Kent (Sister Mary Corita),American,Female,1918.0,1986.0,Museum of Modern Art,Unknown,No,Unknown
Corneille,Unknown,Unknown,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Corneille (Guillaume van Beverloo),Dutch,Male,1922.0,2010.0,Museum of Modern Art,Unknown,No,Unknown
Cornel Sonogyi ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Cornel Windlin,Swiss,Male,1964.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Cornelia Mittendorfer,Unknown,Female,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Cornelia Parker,British,Female,1956.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Cornelia Wells Walter,Unknown,Female,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Unknown
Cornelis Bisschop,Unknown,Unknown,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Cornelis Botke,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,Unknown
Cornelis Cornelisz. van Haarlem,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Cornelis De Vos,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Cornelis Hendricksz Vroom the Younger,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Cornelis Hendriksz. Vroom,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Cornelis Meyssens,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Cornelis Pronk,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Cornelis Saftleven,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,Unknown
Cornelis Zitman,Venezuelan,Male,1926.0,2016.0,Museum of Modern Art,Unknown,No,Unknown
Cornelis van Eesteren,Unknown,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,White
Cornelius Caymox,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Cornelius Frazier,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,Unknown
