,Artist,Classification,BeginDate,EndDate,Ethnicity,Museum,Gender,SmallMuseum,Nationality,Race,Decade
2065,David Askevold,Print,1940.0,2008.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2066,David Avison,Photograph,1937.0,2004.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2067,David Bates,Print,1952.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2070,David Bentley,Photograph,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2072,David Bomberg,Illustrated Book,1890.0,1957.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1890.0
2073,David Bradshaw,Multiple,1944.0,0.0,Unknown,Nelson-Atkins Museum of Art,Male,No,American,White,1940.0
2075,David Brown Milne,Print,1882.0,1953.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1880.0
2076,David Budd,Print,1927.0,1991.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
2077,David Burliuk,Illustrated Book,1882.0,1967.0,Unknown,Museum of Modern Art,Male,No,Ukrainian,Unknown,1880.0
2078,David Byrne,Print,1952.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2079,David Carter,Photograph,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2080,David Chipperfield,Design,1953.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1950.0
2081,David Claerbout,Video,1969.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1960.0
2082,David Cort,Video,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2085,David Deutsch,Painting,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2086,David Diao,Painting,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2087,David Douglas Duncan,Photograph,1916.0,2018.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2089,David Francis Barry,Photograph,1854.0,1934.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1850.0
2090,David Freed,Print,1936.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2091,David Freund,Photograph,1937.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2092,David Gammon,Design,1933.0,2005.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
2095,David Goldes,Photograph,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2096,David Gonzales-Day,Photograph,1964.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1960.0
2097,David Gordon,Drawing,1936.0,2022.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2098,David Hammons,Illustrated Book,1943.0,0.0,Unknown,Whitney Museum of American Art,Male,No,American,Black,1940.0
2099,David Hare,Sculpture,1917.0,1992.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1910.0
2100,David Hartt,Installation,1967.0,0.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1960.0
2101,David Hockney,Print,1937.0,0.0,Unknown,High Museum of Art,Male,No,British,White,1930.0
2102,David Holzman,Design,1943.0,2017.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2103,David Hominal,Print,1976.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1970.0
2104,David Horvitz,Photograph,1982.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1980.0
2105,David Ireland,Print,1930.0,0.0,Unknown,Museum of Contemporary Art,Male,No,American,White,1930.0
2106,David Jacob,Architecture,1928.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
2107,David Jeffrey,Drawing,1956.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2109,David Kindersley,Design,1915.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1910.0
2110,David Klein,Design,1918.0,2005.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2111,David Korty,Drawing,1971.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1970.0
2112,David Lamelas,Performance,1946.0,0.0,Hispanic,Whitney Museum of American Art,Male,No,Argentine,Unknown,1940.0
2113,David Lance Goines,Design,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2114,David Lang,Print,1929.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
2115,David Leach,Print,1946.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2116,David Levinthal,Photograph,1949.0,0.0,Unknown,Denver Art Museum,Male,No,American,White,1940.0
2117,David Lewis,Design,1939.0,2011.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
2118,David Ligare,Drawing,1945.0,0.0,Unknown,Art Institute of Chicago,Male,No,American,White,1940.0
2120,David Lusby,Print,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2121,David Maljković,Drawing,1973.0,0.0,Unknown,Museum of Modern Art,Male,No,Croatian,Unknown,1970.0
2122,David Marshall Graham,Photograph,1952.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2123,David Medalla,Drawing,1942.0,2020.0,Unknown,Museum of Modern Art,Male,No,Filipino,Unknown,1940.0
2124,David Moore,Print,1918.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2125,David Moreno,Drawing,1957.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2126,David Musgrave,Print,1973.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1970.0
2127,David Noonan,Drawing,1969.0,0.0,Unknown,Museum of Modern Art,Male,No,Australian,Unknown,1960.0
2128,David Novros,Painting,1941.0,0.0,Unknown,Museum of Fine Arts Houston,Male,No,American,White,1940.0
2129,David Octavius Hill,Photograph,1802.0,1870.0,Unknown,High Museum of Art,Male,No,British,White,1800.0
2130,David Opdyke,Drawing,1969.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
2131,David Palladini,Design,1946.0,2019.0,Unknown,Museum of Modern Art,Male,No,American,White,1940.0
2132,David Park,Drawing,1911.0,1960.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1910.0
2133,David Pilbrow,Photograph,1940.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2134,David Plowden,Photograph,1932.0,0.0,Unknown,Nelson-Atkins Museum of Art,Male,No,American,White,1930.0
2135,David Prentice,Painting,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2136,David Prifti,Photograph,1961.0,2011.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
2137,David Rabinowitch,Drawing,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1940.0
2138,David Reed,Painting,1946.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2139,David Robbins,Photograph,1912.0,1981.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2140,David Robilliard,Print,1952.0,1988.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1950.0
2141,David Rose,Print,1936.0,0.0,Unknown,Museum of Modern Art,Male,No,Australian,Unknown,1930.0
2142,David Rowland,Design,1924.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
2144,David Salle,Painting,1952.0,0.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1950.0
2145,David Saunders,Drawing,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2146,David Scher,Drawing,1952.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2147,David Seltzer,Photograph,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2148,David Seymour,Photograph,1911.0,1956.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2149,David Shapiro,Print,1944.0,0.0,Unknown,Museum of Modern Art,Male,No,American,White,1940.0
2150,David Shaw,Drawing,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
2151,David Shrigley,Audio,1968.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1960.0
2153,David Simpson,Painting,1928.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
2154,David Smith,Design,1906.0,1965.0,Unknown,Museum of Contemporary Art,Male,No,American,White,1900.0
2155,David Spear,Photograph,1937.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2156,David Staub,Design,1914.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2157,David Stephenson,Photograph,1955.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2158,David Storey,Drawing,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1950.0
2160,David T. Hanson,Photograph,1948.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,Unknown,1940.0
2161,David Tremlett,Print,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
2162,David Trowbridge,Print,1945.0,2009.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2163,David True,Print,1942.0,0.0,Unknown,Denver Art Museum,Male,No,American,Unknown,1940.0
2164,David V. Hayes,Sculpture,1931.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2165,David Vestal,Photograph,1924.0,2013.0,Unknown,"Metropolitan Museum of Art, New York, NY",Male,No,American,White,1920.0
2166,David Walter Beck,Design,1915.0,2001.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2167,David Webster,Painting,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2168,David Weinrib,Print,1924.0,2016.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
2170,David Wing,Photograph,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2171,David Wojnarowicz,Print,1954.0,1992.0,Unknown,Museum of Modern Art,Male,No,American,White,1950.0
2172,David Zink Yi,Photograph,1973.0,0.0,Hispanic,Museum of Contemporary Art,Male,No,Peruvian,Unknown,1970.0
2173,Davide Cantoni,Drawing,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1960.0
2174,Davidson Gigliotti,Video,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2175,Davis J. Pratt,Design,1917.0,1987.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2176,Davor Vrankic,Drawing,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,Croatian,Unknown,1960.0
2177,Davorin Savnik,Design,1929.0,2014.0,Unknown,Museum of Modern Art,Male,No,Slovenian,Unknown,1920.0
2178,Dawn Clements,Drawing,1958.0,2018.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1950.0
2179,Dawoud Bey,Photograph,1953.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,Unknown,1950.0
2180,Dayanita Singh,Photograph,1961.0,0.0,Unknown,Nelson-Atkins Museum of Art,Female,No,Indian,Asian,1960.0
2181,De Wain Valentine,Sculpture,1936.0,2022.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2182,DeWitt C Wheeler,Ephemera,1831.0,1928.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1830.0
2184,Dean L. Fisher,Design,1923.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
2185,Dean Pollock,Design,1897.0,1971.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
2186,Deana Lawson,Photograph,1979.0,0.0,Unknown,Rhode Island School of Design Museum,Female,No,American,Black,1970.0
2189,Deborah Fleming Caffery,Photograph,1948.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
2190,Deborah Gottheil Nehmad,Drawing,1952.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1950.0
2191,Deborah Kass,Print,1952.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1950.0
2192,Deborah Oropallo,Print,1954.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1950.0
2194,Deborah Sussman,Design,1931.0,2014.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
2195,Deborah Turbeville,Photograph,1932.0,2013.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
2196,Deborah de Moulpied,Sculpture,1933.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
2197,Debra Hampton,Drawing,1971.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
2198,Declan Haun,Photograph,1937.0,1994.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2199,Deimantas Narkevicius,Installation,1964.0,0.0,Unknown,Museum of Modern Art,Male,No,Lithuanian,Unknown,1960.0
2200,Deirdre Burnett,Design,1939.0,0.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1930.0
2201,Dejan Grba,Print,1967.0,0.0,Unknown,Museum of Modern Art,Male,No,Serbian,Unknown,1960.0
2203,Delia R. Gonzalez,Drawing,1972.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
2204,Delta 2 (Calvin Gonzales),Drawing,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
2205,Demetrio Urruchúa,Print,1902.0,1978.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1900.0
2207,Denis Brihat,Photograph,1928.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1920.0
2208,Denis Masi,Photograph,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2210,Denise Green,Painting,1946.0,0.0,Unknown,Museum of Modern Art,Female,No,Australian,Unknown,1940.0
2211,Dennis Adams,Print,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2212,Dennis Anderson,Photograph,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2214,Dennis Day,Video,1960.0,0.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1960.0
2215,Dennis Evans,Drawing,1946.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2216,Dennis Farber,Photograph,1946.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2217,Dennis Hearne,Photograph,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2218,Dennis Hopper,Photograph,1936.0,2010.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2219,Dennis Kardon,Print,1950.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
2220,Dennis Oppenheim,Photograph,1938.0,2011.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1930.0
2221,Dennis Wheeler,Design,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2222,Derek Boshier,Print,1937.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
2224,Derek Jarman,Film,1942.0,1994.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
2225,Derek Ryden,Design,1956.0,0.0,Unknown,Museum of Modern Art,Unknown,No,British,Unknown,1950.0
2227,Desiderio Hernández Xochitiotzin,Print,1922.0,2007.0,Unknown,Museum of Modern Art,Male,No,Mexican,Unknown,1920.0
2228,Desiderius Orban,Design,1884.0,1986.0,Unknown,Museum of Modern Art,Male,No,Australian,Unknown,1880.0
2233,Diamond Stingily,Sculpture,1990.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1990.0
2234,Diana Michener,Photograph,1940.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
2235,Diana Thater,Video,1962.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
2236,Diane Arbus,Photograph,1923.0,1971.0,Unknown,Museum of Contemporary Art,Female,No,American,White,1920.0
2237,Diane Bonder,Video,1960.0,2006.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
2238,Diane Lewis,Architecture,1951.0,2017.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1950.0
2239,Diane Neumaier,Print,1946.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
2242,Diane Wakoski,Print,1937.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1930.0
2244,Dick Elffers,Design,1910.0,1990.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1910.0
2245,Dick Higgins,Photograph,1938.0,1998.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2246,Dick Lebowitz,Photograph,1937.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2247,Dick Wray,Print,1933.0,2011.0,Unknown,Dallas Museum of Art,Male,No,American,Unknown,1930.0
2248,Didier Faustino,Architecture,1968.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1960.0
2249,Didier Rittener,Print,1969.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1960.0
2250,Didier Vermeiren,Sculpture,1951.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1950.0
2252,Diederick Van Kleef,Illustrated Book,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1950.0
2254,Diego Rivera,Drawing,1886.0,1957.0,Unknown,Museum of Modern Art,Male,No,Mexican,Unknown,1880.0
2255,Diet Sayler,Print,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,Romanian,Unknown,1930.0
2256,Dieter Appelt,Photograph,1935.0,0.0,Unknown,Museum of Fine Arts Houston,Male,No,German,White,1930.0
2257,Dieter Hülsmanns,Photograph,1940.0,1981.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1940.0
2258,Dieter Meier,Video,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1940.0
2259,Dieter Rams,Design,1932.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
2260,Dieter Roth,Illustrated Book,1930.0,1998.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1930.0
2261,Dieter Schnebel,(not assigned),1930.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
2264,Dietrich Lubs,Design,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
2266,Dike Blair,Audio,1952.0,0.0,Unknown,Museum of Contemporary Art,Male,No,Unknown,White,1950.0
2267,Diller + Scofidio,Architecture,1981.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1980.0
2269,Dimitri Grinevich,Drawing,1895.0,1966.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1890.0
2270,Dimitri Hadzi,Sculpture,1921.0,2006.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1920.0
2271,Dimitri Mikhailovich Krasnopevtsev,Painting,1925.0,1995.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1920.0
2272,Dimitri Petrov,Drawing,1919.0,1986.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
2273,Dimitri Petrovich Plavinsky,Painting,1937.0,2012.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1930.0
2274,Dimitrije Martinovic,Video,1951.0,0.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1950.0
2275,Dinh Q. Lê,Drawing,1968.0,2024.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
2277,Dinora (Doudtchitsky),Print,1914.0,2004.0,Unknown,Museum of Modern Art,Female,No,Chilean,Unknown,1910.0
2278,Dionne Lee,Photograph,1988.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1980.0
2279,Dirk Bell,Drawing,1969.0,0.0,Unknown,Museum of Contemporary Art,Male,No,German,White,1960.0
2280,Dirk Braeckman,Photograph,1958.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Belgian,Unknown,1950.0
2281,Dirk Vander Kooij,Design,1983.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1980.0
2284,Dita Moser,Design,1883.0,1968.0,Unknown,Museum of Modern Art,Female,No,Austrian,Unknown,1880.0
2285,Diógenes Paredes,Drawing,1910.0,1968.0,Unknown,Museum of Modern Art,Male,No,Ecuadorian,Unknown,1910.0
2286,Dmitri Baltermants,Photograph,1912.0,2000.0,Unknown,"Metropolitan Museum of Art, New York, NY",Male,No,Russian,White,1910.0
2287,Dmitri M. Shashurin,Drawing,1919.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1910.0
2288,Dmitrii Mitrokhin,Illustrated Book,1883.0,1973.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1880.0
2289,Dmitrii Moor,Drawing,1883.0,1946.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1880.0
2291,Dmitry Ivanov,Architecture,1962.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1960.0
2293,Do Ho Suh,Installation,1962.0,0.0,Unknown,Museum of Contemporary Art,Male,No,Korean,Asian,1960.0
2294,DoDo Jin Ming,Architecture,1955.0,0.0,Unknown,Nelson-Atkins Museum of Art,Female,No,Chinese,Asian,1950.0
2295,Dody Weston Thompson,Photograph,1923.0,2012.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
2296,Dolf Rieser,Illustrated Book,1893.0,1983.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1890.0
2297,Dolly Perutz,Illustrated Book,1908.0,1979.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1900.0
2298,Dolores Dembus Bittleman,Design,1931.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
2299,Domenico Bianchi,Drawing,1955.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1950.0
2300,Domenico Cantatore,Print,1906.0,1998.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1900.0
2301,Domenico Gnoli,Drawing,1933.0,1970.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1930.0
2302,Domingo Garcia,Print,1932.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
2303,Domingo López,Print,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
2305,Dominik Steiger,Print,1940.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1940.0
2306,Dominique Berretty/Black Star Publishing Co.,Photograph,1925.0,1980.0,Unknown,Museum of Modern Art,Female,No,French,Unknown,1920.0
